#FILE	SEQUENCE	PRODUCT	START	END	STRAND
A65	776	mdf(A)	101914	103146	+
A66	601	mdf(A)	1101	2333	-
A67	1093	mdf(A)	62389	63621	+
A68	935	mdf(A)	6278	7510	-
A69	950	mdf(A)	78696	79928	+
A7	1294	mdf(A)	30150	31382	-
A70	239	mdf(A)	78755	79987	+
A71	411	mdf(A)	312959	314191	+
A72	762	mdf(A)	119161	120393	-
A73	743	mdf(A)	555391	556623	-
A74	635	mdf(A)	21715	22947	-
A75	1118	mdf(A)	11235	12467	-
A76	1577	mdf(A)	78130	79362	+
A77	2162	mdf(A)	103	1335	+
A78	1039	mdf(A)	27306	28538	+
A79	877	mdf(A)	69809	71041	-
A8	646	mdf(A)	226479	227711	-
A80	1459	mdf(A)	27317	28549	+
A81	570	mdf(A)	73684	74916	-
A82	706	mdf(A)	226836	228068	-
A83	910	mdf(A)	30320	31552	-
A84	812	mdf(A)	30108	31340	-
A85	859	mdf(A)	7989	9221	-
A86	804	mdf(A)	56304	57536	-
A87	921	mdf(A)	39258	40490	+
A88	604	mdf(A)	45669	46901	-
A89	597	mdf(A)	63063	64295	+
A9	1108	mdf(A)	203142	204374	-
A90	1027	mdf(A)	27317	28549	+
A91	419	mdf(A)	5844	7076	-
A92	673	mdf(A)	208754	209986	-
A93	613	mdf(A)	51238	52470	+
A94	925	mdf(A)	41085	42317	-
A95	664	mdf(A)	200272	201504	-
A96	590	mdf(A)	144769	146001	+
A97	1027	mdf(A)	78755	79987	+
A98	1433	mdf(A)	63063	64295	+
A99	747	mdf(A)	244456	245688	-
A130	962	mef(B)	10038	11267	-
A134	1041	mef(B)	379	1608	+
A162	215	mef(B)	335	1564	+
A18	842	mef(B)	369	1598	+
A213	1154	mef(B)	9728	10957	-
A227	846	mef(B)	10060	11289	-
A247	692	mef(B)	10026	11255	-
A270	1165	mef(B)	379	1608	+
A278	934	mef(B)	3670	4899	-
A295	807	mef(B)	483	1712	+
A313	766	mef(B)	389	1618	+
A333	1039	mef(B)	2758	3987	-
A356	855	mef(B)	389	1618	+
A388	1173	mef(B)	3670	4899	-
A431	7751	mef(B)	365	1421	+
A439	881	mef(B)	389	1618	+
A440	982	mef(B)	379	1608	+
A458	1026	mef(B)	389	1618	+
A470	1242	mef(B)	480	1709	+
A490	602	mef(B)	389	1618	+
A69	959	mef(B)	2217	3446	+
A7	1181	mef(B)	938	2167	+
A94	887	mef(B)	3417	4646	-
A10	528	mph(A)	424	1345	+
A100	658	mph(A)	276	1197	+
A101	512	mph(A)	890	1811	+
A103	965	mph(A)	805	1726	+
A104	1078	mph(A)	409	1330	+
A106	1328	mph(A)	7268	8189	+
A107	844	mph(A)	2790	3711	-
A108	679	mph(A)	10661	11582	-
A110	691	mph(A)	276	1197	+
A111	631	mph(A)	675	1596	+
A114	697	mph(A)	56572	57493	-
A115	707	mph(A)	890	1811	+
A121	714	mph(A)	3159	4080	-
A124	776	mph(A)	50935	51856	+
A126	1013	mph(A)	424	1345	+
A135	763	mph(A)	674	1595	+
A137	850	mph(A)	890	1820	+
A140	881	mph(A)	890	1811	+
A141	641	mph(A)	6281	7202	-
A144	552	mph(A)	424	1345	+
A145	566	mph(A)	10514	11435	-
A146	221	mph(A)	2563	3484	-
A149	584	mph(A)	890	1811	+
A15	843	mph(A)	9032	9953	-
A150	674	mph(A)	3208	4129	-
A154	656	mph(A)	10790	11711	-
A155	810	mph(A)	424	1354	+
A158	627	mph(A)	890	1811	+
A159	1075	mph(A)	409	1330	+
A162	1100	mph(A)	153	1074	+
A163	1134	mph(A)	890	1820	+
A164	785	mph(A)	153	1074	+
A169	512	mph(A)	534	1455	+
A17	752	mph(A)	153	1074	+
A171	882	mph(A)	847	1768	+
A172	804	mph(A)	424	1345	+
A173	1449	mph(A)	890	1811	+
A179	433	mph(A)	890	1811	+
A183	2424	mph(A)	135	1056	+
A185	810	mph(A)	6962	7883	-
A186	1492	mph(A)	9730	10651	-
A187	1485	mph(A)	212	1133	+
A189	801	mph(A)	424	1354	+
A190	1226	mph(A)	10381	11302	-
A195	1123	mph(A)	3491	4412	-
A197	1699	mph(A)	143	1064	+
A198	1399	mph(A)	368	1289	+
A199	1085	mph(A)	890	1811	+
A2	923	mph(A)	890	1811	+
A203	1639	mph(A)	890	1811	+
A206	1987	mph(A)	133	1054	+
A210	821	mph(A)	424	1345	+
A213	1163	mph(A)	3114	4035	-
A219	816	mph(A)	8913	9834	-
A220	983	mph(A)	424	1345	+
A221	579	mph(A)	3534	4455	-
A226	768	mph(A)	8781	9702	-
A228	910	mph(A)	424	1345	+
A229	936	mph(A)	3703	4624	-
A232	341	mph(A)	135	1065	+
A235	1118	mph(A)	6962	7883	-
A237	1031	mph(A)	2978	3899	-
A238	827	mph(A)	6962	7883	-
A241	740	mph(A)	829	1750	+
A246	1058	mph(A)	368	1289	+
A249	1106	mph(A)	3610	4531	-
A25	553	mph(A)	8805	9726	-
A250	623	mph(A)	3969	4890	-
A253	518	mph(A)	3406	4327	-
A259	758	mph(A)	10764	11685	-
A260	688	mph(A)	424	1345	+
A266	1232	mph(A)	424	1345	+
A269	1004	mph(A)	424	1345	+
A27	936	mph(A)	3381	4302	-
A272	659	mph(A)	424	1345	+
A278	954	mph(A)	3174	4095	-
A280	668	mph(A)	890	1811	+
A283	884	mph(A)	2941	3862	-
A285	1060	mph(A)	3176	4097	-
A288	619	mph(A)	424	1345	+
A289	1041	mph(A)	890	1811	+
A29	982	mph(A)	154	1075	+
A290	954	mph(A)	424	1345	+
A293	1287	mph(A)	534	1455	+
A298	936	mph(A)	276	1197	+
A3	774	mph(A)	890	1820	+
A303	597	mph(A)	675	1596	+
A304	623	mph(A)	675	1596	+
A305	662	mph(A)	424	1345	+
A308	786	mph(A)	2639	3560	-
A309	302	mph(A)	154	1075	+
A311	806	mph(A)	890	1811	+
A314	677	mph(A)	155	1076	+
A317	11477	mph(A)	145	1066	+
A318	10655	mph(A)	2156	3077	-
A319	1173	mph(A)	3541	4462	-
A324	1353	mph(A)	4222	5143	-
A326	785	mph(A)	424	1345	+
A33	641	mph(A)	424	1345	+
A330	1164	mph(A)	424	1345	+
A332	1280	mph(A)	2612	3542	-
A333	981	mph(A)	2299	3220	-
A334	1125	mph(A)	5236	6157	-
A335	874	mph(A)	6310	7231	-
A338	763	mph(A)	424	1345	+
A339	864	mph(A)	3534	4455	-
A340	949	mph(A)	2612	3542	-
A341	411	mph(A)	154	1075	+
A345	707	mph(A)	10901	11822	-
A346	700	mph(A)	2672	3593	-
A35	641	mph(A)	890	1811	+
A353	1071	mph(A)	805	1726	+
A354	948	mph(A)	534	1455	+
A355	800	mph(A)	890	1811	+
A358	951	mph(A)	7905	8826	-
A359	745	mph(A)	2790	3711	-
A36	1079	mph(A)	424	1345	+
A361	828	mph(A)	424	1345	+
A368	677	mph(A)	890	1811	+
A37	691	mph(A)	890	1811	+
A373	733	mph(A)	808	1729	+
A380	561	mph(A)	890	1811	+
A381	737	mph(A)	3820	4741	-
A382	626	mph(A)	424	1345	+
A383	674	mph(A)	424	1345	+
A384	695	mph(A)	155	1076	+
A385	1030	mph(A)	2959	3880	-
A386	600	mph(A)	3132	4053	-
A388	1159	mph(A)	665	1586	+
A391	565	mph(A)	276	1197	+
A397	1011	mph(A)	424	1354	+
A398	613	mph(A)	3427	4348	-
A399	612	mph(A)	3534	4455	-
A40	1088	mph(A)	890	1811	+
A404	1077	mph(A)	2481	3402	-
A408	452	mph(A)	155	1076	+
A413	801	mph(A)	655	1576	+
A414	800	mph(A)	10880	11801	-
A42	1571	mph(A)	890	1811	+
A423	1303	mph(A)	424	1345	+
A426	651	mph(A)	4212	5133	-
A428	689	mph(A)	9733	10654	-
A430	492	mph(A)	3220	4141	-
A431	7806	mph(A)	11282	12203	-
A432	1220	mph(A)	890	1811	+
A436	752	mph(A)	424	1345	+
A443	723	mph(A)	890	1820	+
A449	715	mph(A)	5414	6335	-
A450	209	mph(A)	3234	4155	-
A451	506	mph(A)	890	1811	+
A452	690	mph(A)	890	1820	+
A455	776	mph(A)	3233	4154	-
A457	614	mph(A)	276	1197	+
A458	1047	mph(A)	1803	2724	-
A459	748	mph(A)	890	1811	+
A462	731	mph(A)	154	1075	+
A465	737	mph(A)	424	1345	+
A469	745	mph(A)	9733	10654	-
A470	1252	mph(A)	2698	3619	-
A472	145	mph(A)	154	1075	+
A473	760	mph(A)	153	1074	+
A476	952	mph(A)	2883	3804	-
A478	818	mph(A)	424	1345	+
A483	1504	mph(A)	3244	4165	-
A486	1498	mph(A)	424	1345	+
A488	1090	mph(A)	10199	11120	-
A49	813	mph(A)	2935	3856	-
A493	843	mph(A)	14171	15092	-
A495	600	mph(A)	27006	27927	-
A496	807	mph(A)	890	1811	+
A497	924	mph(A)	424	1345	+
A498	830	mph(A)	9617	10538	-
A499	595	mph(A)	3132	4053	-
A500	640	mph(A)	2886	3807	-
A503	1174	mph(A)	424	1345	+
A506	807	mph(A)	424	1354	+
A56	812	mph(A)	10882	11803	-
A57	894	mph(A)	4000	4921	-
A58	1314	mph(A)	145	1066	+
A6	793	mph(A)	424	1345	+
A60	1080	mph(A)	9697	10618	-
A62	598	mph(A)	847	1768	+
A63	998	mph(A)	7918	8839	-
A65	843	mph(A)	12390	13311	-
A67	1088	mph(A)	626	1547	+
A68	998	mph(A)	2978	3899	-
A69	952	mph(A)	368	1289	+
A7	1161	mph(A)	2688	3609	-
A70	928	mph(A)	2978	3899	-
A71	428	mph(A)	9291	10212	-
A72	723	mph(A)	2944	3865	-
A73	708	mph(A)	3491	4412	-
A74	721	mph(A)	2902	3823	-
A76	1584	mph(A)	5019	5940	-
A77	1097	mph(A)	3188	4109	-
A79	402	mph(A)	145	1066	+
A81	500	mph(A)	6306	7227	-
A82	737	mph(A)	424	1345	+
A85	839	mph(A)	276	1197	+
A86	829	mph(A)	805	1726	+
A87	913	mph(A)	13225	14146	-
A88	631	mph(A)	53	974	+
A91	436	mph(A)	400	1321	+
A95	607	mph(A)	3656	4586	-
A98	1454	mph(A)	3220	4141	-
A1	896	oqxA	3860	5035	-
A10	518	oqxA	570	1745	+
A104	1090	oqxA	663	1838	+
A110	690	oqxA	3981	5156	-
A119	2275	oqxA	4129	5304	-
A12	917	oqxA	4595	5770	-
A121	699	oqxA	635	1810	+
A122	1105	oqxA	715	1890	+
A125	733	oqxA	715	1890	+
A126	1009	oqxA	343	1518	+
A127	564	oqxA	3859	5034	-
A128	1275	oqxA	715	1890	+
A13	1324	oqxA	869	2044	+
A130	927	oqxA	341	1516	+
A131	791	oqxA	558	1733	+
A132	886	oqxA	4129	5304	-
A140	818	oqxA	4595	5770	-
A141	560	oqxA	715	1890	+
A143	693	oqxA	3981	5156	-
A144	518	oqxA	715	1890	+
A150	614	oqxA	715	1890	+
A151	901	oqxA	701	1876	+
A155	809	oqxA	4129	5304	-
A157	844	oqxA	715	1890	+
A159	1180	oqxA	4114	5289	-
A16	897	oqxA	4129	5304	-
A162	1079	oqxA	4069	5244	-
A163	1130	oqxA	1077	2252	+
A166	694	oqxA	4534	5709	-
A168	747	oqxA	4129	5304	-
A17	723	oqxA	3859	5034	-
A170	1020	oqxA	715	1890	+
A172	800	oqxA	4129	5304	-
A173	1446	oqxA	1077	2252	+
A174	660	oqxA	1077	2252	+
A175	544	oqxA	4595	5770	-
A177	587	oqxA	715	1890	+
A18	827	oqxA	3839	5014	-
A181	831	oqxA	4129	5304	-
A183	3161	oqxA	715	1890	+
A185	1258	oqxA	3838	5013	-
A189	798	oqxA	4129	5304	-
A19	456	oqxA	715	1890	+
A191	665	oqxA	4129	5304	-
A193	1421	oqxA	322	1497	+
A194	879	oqxA	4129	5304	-
A195	1122	oqxA	4129	5304	-
A199	1215	oqxA	4595	5770	-
A20	551	oqxA	715	1890	+
A202	806	oqxA	3970	5145	-
A204	781	oqxA	4129	5304	-
A205	968	oqxA	715	1890	+
A206	1910	oqxA	4073	5248	-
A207	50	oqxA	146	1321	+
A208	804	oqxA	323	1498	+
A209	923	oqxA	715	1890	+
A21	720	oqxA	715	1890	+
A212	528	oqxA	715	1890	+
A213	1167	oqxA	4595	5770	-
A22	723	oqxA	715	1890	+
A221	540	oqxA	715	1890	+
A224	662	oqxA	623	1798	+
A225	1322	oqxA	3839	5014	-
A228	916	oqxA	323	1498	+
A229	1022	oqxA	558	1733	+
A23	462	oqxA	3981	5156	-
A230	1478	oqxA	3981	5156	-
A234	778	oqxA	715	1890	+
A235	1756	oqxA	324	1499	+
A238	1306	oqxA	1002	2177	+
A239	1303	oqxA	715	1890	+
A242	1145	oqxA	322	1497	+
A245	767	oqxA	4129	5304	-
A246	1105	oqxA	342	1517	+
A247	694	oqxA	623	1798	+
A249	1115	oqxA	4129	5304	-
A25	480	oqxA	4595	5770	-
A250	621	oqxA	1021	2196	+
A251	458	oqxA	715	1890	+
A256	505	oqxA	4129	5304	-
A26	627	oqxA	715	1890	+
A262	600	oqxA	700	1875	+
A263	778	oqxA	5218	6393	-
A265	540	oqxA	3859	5034	-
A268	810	oqxA	4595	5770	-
A27	935	oqxA	1077	2252	+
A270	1111	oqxA	537	1712	+
A272	639	oqxA	715	1890	+
A282	885	oqxA	4595	5770	-
A283	794	oqxA	635	1810	+
A284	968	oqxA	4090	5265	-
A287	1027	oqxA	3850	5025	-
A288	621	oqxA	4129	5304	-
A29	940	oqxA	3858	5033	-
A295	859	oqxA	3859	5034	-
A301	856	oqxA	715	1890	+
A305	610	oqxA	715	1890	+
A308	785	oqxA	4129	5304	-
A309	478	oqxA	4129	5304	-
A31	709	oqxA	587	1762	+
A311	808	oqxA	1077	2252	+
A313	746	oqxA	4129	5304	-
A314	592	oqxA	3846	5021	-
A317	13637	oqxA	3981	5156	-
A318	13293	oqxA	869	2044	+
A32	1048	oqxA	4459	5634	-
A320	754	oqxA	715	1890	+
A323	766	oqxA	4129	5304	-
A324	1288	oqxA	4347	5522	-
A326	764	oqxA	715	1890	+
A327	847	oqxA	715	1899	+
A329	503	oqxA	4129	5304	-
A33	635	oqxA	715	1890	+
A330	1140	oqxA	715	1890	+
A331	753	oqxA	715	1890	+
A332	1277	oqxA	4315	5490	-
A333	945	oqxA	322	1497	+
A334	1132	oqxA	4129	5304	-
A336	871	oqxA	715	1890	+
A338	762	oqxA	4129	5304	-
A339	863	oqxA	4129	5304	-
A34	628	oqxA	715	1890	+
A340	945	oqxA	4315	5490	-
A341	659	oqxA	4136	5311	-
A343	973	oqxA	715	1890	+
A346	669	oqxA	711	1886	+
A348	580	oqxA	1014	2189	+
A35	643	oqxA	1077	2252	+
A352	866	oqxA	948	2123	+
A355	799	oqxA	4595	5770	-
A357	879	oqxA	603	1778	+
A358	873	oqxA	869	2044	+
A359	744	oqxA	715	1890	+
A36	1082	oqxA	6807	7982	+
A363	990	oqxA	6805	7980	-
A364	567	oqxA	3981	5156	-
A372	763	oqxA	1077	2252	+
A374	2410	oqxA	4129	5304	-
A376	713	oqxA	3848	5023	-
A38	757	oqxA	4129	5304	-
A394	597	oqxA	4129	5304	-
A395	561	oqxA	4129	5304	-
A397	1010	oqxA	4129	5304	-
A399	609	oqxA	4129	5304	-
A4	666	oqxA	3859	5034	-
A401	504	oqxA	715	1890	+
A403	845	oqxA	715	1890	+
A412	680	oqxA	715	1890	+
A414	770	oqxA	3858	5033	-
A415	740	oqxA	3859	5034	-
A416	818	oqxA	1077	2252	+
A417	1008	oqxA	4595	5770	-
A418	647	oqxA	4129	5304	-
A423	1298	oqxA	4129	5304	-
A424	619	oqxA	869	2044	+
A426	517	oqxA	3859	5034	-
A427	1070	oqxA	4114	5289	-
A429	1244	oqxA	3844	5019	-
A43	515	oqxA	4129	5304	-
A430	788	oqxA	4129	5304	-
A431	7623	oqxA	715	1890	+
A432	1157	oqxA	1077	2252	+
A433	730	oqxA	4129	5304	-
A436	753	oqxA	4129	5304	-
A438	618	oqxA	1077	2252	+
A439	799	oqxA	869	2044	+
A44	830	oqxA	3850	5025	-
A440	963	oqxA	4136	5311	-
A444	2403	oqxA	4129	5304	-
A445	543	oqxA	715	1890	+
A446	185	oqxA	339	1514	+
A449	746	oqxA	4129	5304	-
A45	825	oqxA	4129	5304	-
A450	654	oqxA	3859	5034	-
A454	1254	oqxA	715	1890	+
A458	1046	oqxA	4315	5490	-
A459	751	oqxA	1077	2252	+
A46	1057	oqxA	715	1890	+
A462	716	oqxA	715	1890	+
A465	702	oqxA	587	1762	+
A466	577	oqxA	4129	5304	-
A47	511	oqxA	715	1890	+
A470	1254	oqxA	623	1798	+
A473	762	oqxA	869	2044	+
A476	964	oqxA	715	1899	+
A477	710	oqxA	4129	5304	-
A478	714	oqxA	4129	5313	-
A479	670	oqxA	715	1890	+
A485	443	oqxA	1077	2252	+
A486	1402	oqxA	715	1890	+
A487	835	oqxA	715	1890	+
A490	628	oqxA	623	1798	+
A492	1749	oqxA	13041	14216	+
A497	920	oqxA	715	1890	+
A498	798	oqxA	4129	5313	-
A503	1115	oqxA	559	1734	+
A504	937	oqxA	1077	2252	+
A505	1780	oqxA	4103	5278	-
A506	767	oqxA	342	1517	+
A51	605	oqxA	4595	5770	-
A53	591	oqxA	715	1890	+
A56	752	oqxA	4073	5248	-
A59	553	oqxA	4129	5304	-
A6	787	oqxA	4129	5304	-
A61	798	oqxA	1077	2252	+
A64	475	oqxA	3981	5156	-
A65	738	oqxA	4129	5304	-
A67	1087	oqxA	4318	5493	-
A69	949	oqxA	10104	11279	-
A7	1183	oqxA	4315	5490	-
A73	709	oqxA	4129	5304	-
A75	1002	oqxA	715	1890	+
A79	761	oqxA	3917	5092	-
A8	656	oqxA	3860	5035	-
A81	494	oqxA	343	1518	+
A82	708	oqxA	715	1890	+
A83	852	oqxA	3859	5034	-
A85	867	oqxA	868	2043	+
A9	1018	oqxA	715	1890	+
A92	590	oqxA	715	1890	+
A93	545	oqxA	715	1890	+
A95	595	oqxA	715	1890	+
A98	1470	oqxA	635	1810	+
A1	896	oqxB	684	3836	-
A10	518	oqxB	1769	4921	+
A104	1090	oqxB	1862	5014	+
A110	690	oqxB	805	3957	-
A119	2275	oqxB	953	4105	-
A12	917	oqxB	1419	4571	-
A121	699	oqxB	1834	4986	+
A122	1105	oqxB	1914	5066	+
A125	733	oqxB	1914	5066	+
A126	1009	oqxB	1542	4694	+
A127	564	oqxB	683	3835	-
A128	1275	oqxB	1914	5066	+
A13	1324	oqxB	2068	5220	+
A130	927	oqxB	1540	4692	+
A131	791	oqxB	1757	4909	+
A132	886	oqxB	953	4105	-
A140	818	oqxB	1419	4571	-
A141	560	oqxB	1914	5066	+
A143	693	oqxB	805	3957	-
A144	518	oqxB	1914	5066	+
A150	614	oqxB	1914	5066	+
A151	901	oqxB	1900	5052	+
A155	809	oqxB	953	4105	-
A157	844	oqxB	1914	5066	+
A159	1180	oqxB	938	4090	-
A16	897	oqxB	953	4105	-
A162	1079	oqxB	893	4045	-
A163	1130	oqxB	2276	5428	+
A166	694	oqxB	1358	4510	-
A168	747	oqxB	953	4105	-
A17	723	oqxB	683	3835	-
A170	1020	oqxB	1914	5066	+
A172	800	oqxB	953	4105	-
A173	1446	oqxB	2276	5428	+
A174	660	oqxB	2276	5428	+
A175	544	oqxB	1419	4571	-
A177	587	oqxB	1914	5066	+
A18	827	oqxB	663	3815	-
A181	831	oqxB	953	4105	-
A183	1343	oqxB	87	3232	-
A185	1258	oqxB	662	3814	-
A189	798	oqxB	953	4105	-
A19	456	oqxB	1914	5066	+
A191	665	oqxB	953	4105	-
A193	1421	oqxB	1521	4673	+
A194	879	oqxB	953	4105	-
A195	1122	oqxB	953	4105	-
A199	1215	oqxB	1419	4571	-
A20	551	oqxB	1914	5066	+
A202	806	oqxB	794	3946	-
A204	781	oqxB	953	4105	-
A205	968	oqxB	1914	5066	+
A206	1910	oqxB	897	4049	-
A208	804	oqxB	1522	4674	+
A209	923	oqxB	1914	5066	+
A21	720	oqxB	1914	5066	+
A212	528	oqxB	1914	5066	+
A213	1167	oqxB	1419	4571	-
A22	723	oqxB	1914	5066	+
A221	540	oqxB	1914	5066	+
A224	662	oqxB	1822	4974	+
A225	1322	oqxB	663	3815	-
A228	916	oqxB	1522	4674	+
A229	1022	oqxB	1757	4909	+
A23	462	oqxB	805	3957	-
A230	1478	oqxB	805	3957	-
A234	778	oqxB	1914	5066	+
A235	1756	oqxB	1523	4675	+
A238	1306	oqxB	2201	5353	+
A239	1303	oqxB	1914	5066	+
A242	1145	oqxB	1521	4673	+
A245	767	oqxB	953	4105	-
A246	1105	oqxB	1541	4693	+
A247	694	oqxB	1822	4974	+
A249	1115	oqxB	953	4105	-
A25	480	oqxB	1419	4571	-
A250	621	oqxB	2220	5372	+
A251	458	oqxB	1914	5066	+
A256	505	oqxB	953	4105	-
A26	627	oqxB	1914	5066	+
A262	600	oqxB	1899	5051	+
A263	778	oqxB	2042	5194	-
A265	540	oqxB	683	3835	-
A268	810	oqxB	1419	4571	-
A27	935	oqxB	2276	5428	+
A270	1111	oqxB	1736	4888	+
A272	639	oqxB	1914	5066	+
A282	885	oqxB	1419	4571	-
A283	794	oqxB	1834	4986	+
A284	968	oqxB	914	4066	-
A287	1027	oqxB	674	3826	-
A288	621	oqxB	953	4105	-
A29	940	oqxB	682	3834	-
A295	859	oqxB	683	3835	-
A301	856	oqxB	1914	5066	+
A305	610	oqxB	1914	5066	+
A308	785	oqxB	953	4105	-
A309	478	oqxB	953	4105	-
A31	709	oqxB	1786	4938	+
A311	808	oqxB	2276	5428	+
A313	746	oqxB	953	4105	-
A314	592	oqxB	670	3822	-
A317	13637	oqxB	805	3957	-
A318	13293	oqxB	2068	5220	+
A32	1048	oqxB	1283	4435	-
A320	754	oqxB	1914	5066	+
A323	766	oqxB	953	4105	-
A324	1288	oqxB	1171	4323	-
A326	764	oqxB	1914	5066	+
A327	847	oqxB	1923	5075	+
A329	503	oqxB	953	4105	-
A33	635	oqxB	1914	5066	+
A330	1140	oqxB	1914	5066	+
A331	753	oqxB	1914	5066	+
A332	1277	oqxB	1139	4291	-
A333	945	oqxB	1521	4673	+
A334	1132	oqxB	953	4105	-
A336	871	oqxB	1914	5066	+
A338	762	oqxB	953	4105	-
A339	863	oqxB	953	4105	-
A34	628	oqxB	1914	5066	+
A340	945	oqxB	1139	4291	-
A341	659	oqxB	960	4112	-
A343	973	oqxB	1914	5066	+
A346	669	oqxB	1910	5062	+
A348	580	oqxB	2213	5365	+
A35	643	oqxB	2276	5428	+
A352	866	oqxB	2147	5299	+
A355	799	oqxB	1419	4571	-
A357	879	oqxB	1802	4954	+
A358	873	oqxB	2068	5220	+
A359	744	oqxB	1914	5066	+
A36	1082	oqxB	8006	11158	+
A363	990	oqxB	3629	6781	-
A364	567	oqxB	805	3957	-
A372	763	oqxB	2276	5428	+
A374	2410	oqxB	953	4105	-
A376	713	oqxB	672	3824	-
A38	757	oqxB	953	4105	-
A394	597	oqxB	953	4105	-
A395	561	oqxB	953	4105	-
A397	1010	oqxB	953	4105	-
A399	609	oqxB	953	4105	-
A4	666	oqxB	683	3835	-
A401	504	oqxB	1914	5066	+
A403	845	oqxB	1914	5066	+
A412	680	oqxB	1914	5066	+
A414	770	oqxB	682	3834	-
A415	740	oqxB	683	3835	-
A416	818	oqxB	2276	5428	+
A417	1008	oqxB	1419	4571	-
A418	647	oqxB	953	4105	-
A423	1298	oqxB	953	4105	-
A424	619	oqxB	2068	5220	+
A426	517	oqxB	683	3835	-
A427	1070	oqxB	938	4090	-
A429	1244	oqxB	668	3820	-
A43	515	oqxB	953	4105	-
A430	788	oqxB	953	4105	-
A431	7623	oqxB	1914	5066	+
A432	1157	oqxB	2276	5428	+
A433	730	oqxB	953	4105	-
A436	753	oqxB	953	4105	-
A438	618	oqxB	2276	5428	+
A439	799	oqxB	2068	5220	+
A44	830	oqxB	674	3826	-
A440	963	oqxB	960	4112	-
A444	2403	oqxB	953	4105	-
A445	543	oqxB	1914	5066	+
A446	185	oqxB	1538	4690	+
A449	746	oqxB	953	4105	-
A45	825	oqxB	953	4105	-
A450	654	oqxB	683	3835	-
A454	1254	oqxB	1914	5066	+
A458	1046	oqxB	1139	4291	-
A459	751	oqxB	2276	5428	+
A46	1057	oqxB	1914	5066	+
A462	716	oqxB	1914	5066	+
A465	702	oqxB	1786	4938	+
A466	577	oqxB	953	4105	-
A47	511	oqxB	1914	5066	+
A470	1254	oqxB	1822	4974	+
A473	762	oqxB	2068	5220	+
A476	964	oqxB	1923	5075	+
A477	710	oqxB	953	4105	-
A478	714	oqxB	953	4105	-
A479	670	oqxB	1914	5066	+
A485	443	oqxB	2276	5428	+
A486	1402	oqxB	1914	5066	+
A487	835	oqxB	1914	5066	+
A490	628	oqxB	1822	4974	+
A492	1749	oqxB	14240	17392	+
A497	920	oqxB	1914	5066	+
A498	798	oqxB	953	4105	-
A503	1115	oqxB	1758	4910	+
A504	937	oqxB	2276	5428	+
A505	1780	oqxB	927	4079	-
A506	767	oqxB	1541	4693	+
A51	605	oqxB	1419	4571	-
A53	591	oqxB	1914	5066	+
A56	752	oqxB	897	4049	-
A59	553	oqxB	953	4105	-
A6	787	oqxB	953	4105	-
A61	798	oqxB	2276	5428	+
A64	475	oqxB	805	3957	-
A65	738	oqxB	953	4105	-
A67	1087	oqxB	1142	4294	-
A69	949	oqxB	6928	10080	-
A7	1183	oqxB	1139	4291	-
A73	709	oqxB	953	4105	-
A75	1002	oqxB	1914	5066	+
A79	761	oqxB	741	3893	-
A8	656	oqxB	684	3836	-
A81	494	oqxB	1542	4694	+
A82	708	oqxB	1914	5066	+
A83	852	oqxB	683	3835	-
A85	867	oqxB	2067	5219	+
A9	1018	oqxB	1914	5066	+
A92	590	oqxB	1914	5066	+
A93	545	oqxB	1914	5066	+
A95	595	oqxB	1914	5066	+
A98	1470	oqxB	1834	4986	+
A126	1027	qepA1	4317	5852	+
A131	724	qepA1	1077	2612	-
A136	593	qepA1	6498	8033	+
A147	541	qepA1	1077	2612	-
A148	847	qepA1	333	1868	-
A171	854	qepA1	1080	2615	-
A219	828	qepA1	5430	6965	+
A263	842	qepA1	1077	2612	-
A276	595	qepA1	1077	2612	-
A289	1038	qepA1	6295	7830	+
A29	1036	qepA1	963	2498	-
A297	588	qepA1	1077	2612	-
A312	589	qepA1	5761	7296	+
A323	762	qepA1	4652	6187	+
A372	718	qepA1	5418	6953	+
A378	731	qepA1	1080	2615	-
A380	563	qepA1	6181	7716	+
A42	1576	qepA1	1077	2612	-
A445	575	qepA1	1077	2612	-
A457	629	qepA1	1029	2564	-
A462	768	qepA1	1080	2615	-
A466	569	qepA1	4796	6331	+
A62	634	qepA1	1080	2615	-
A78	1000	qepA1	1077	2612	-
A83	911	qepA1	4835	6370	+
A124	777	qepA4	3204	4739	-
A226	767	qepA4	696	2231	+
A379	1155	qnrA1	1448	2104	-
A294	803	qnrB4	7049	7693	+
A414	800	qnrB6	4630	5274	-
A449	714	qnrB6	1436	2080	+
A108	703	qnrS1	5793	6449	-
A115	730	qnrS1	5184	5840	-
A122	1089	qnrS1	1069	1725	-
A123	355	qnrS1	183	748	-
A154	718	qnrS1	5793	6449	-
A164	773	qnrS1	5339	5995	-
A165	323	qnrS1	4576	5232	-
A176	886	qnrS1	4589	5245	-
A205	993	qnrS1	731	1387	+
A214	1179	qnrS1	3666	4322	-
A224	740	qnrS1	2473	3129	-
A244	510	qnrS1	73	638	+
A247	690	qnrS1	4102	4758	-
A250	592	qnrS1	3104	3760	+
A254	1572	qnrS1	1470	2126	+
A255	486	qnrS1	518	1174	+
A270	1122	qnrS1	3602	4258	-
A283	781	qnrS1	3686	4342	-
A291	616	qnrS1	1330	1986	+
A295	854	qnrS1	1132	1788	-
A3	701	qnrS1	1835	2491	+
A304	626	qnrS1	1412	2068	+
